restaurant_id,name,area,address,latitude,longitude,cuisine,price_level,avg_price_per_person,rating,review_count,veg_available,ambience_tags,suitable_for,opening_hours,source_url,description,data_confidence,serves_both
S00224,New Thakali Restro,Pulchowk,"Pulchowk, Kathmandu, Nepal",27.6894863,85.3101075,Bakery / Cafe,medium,772,3.4,,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"New Thakali Restro is a sample bakery / cafe listing generated for Pulchowk, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00225,Anamnagar Momo Momo Center,Anamnagar,"Anamnagar, Kathmandu, Nepal",27.6891006,85.3253216,Continental,low,255,3.5,317.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Anamnagar Momo Momo Center is a sample continental listing generated for Anamnagar, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00226,Battisputali Momo Cafe,Battisputali,"Battisputali, Kathmandu, Nepal",27.6933393,85.3325386,Fast Food,high,1489,4.1,414.0,False,"cozy,casual,upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Battisputali Momo Cafe is a sample fast food listing generated for Battisputali, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00227,Green House - Swayambhu,Swayambhu,"Swayambhu, Kathmandu, Nepal",27.714104,85.2872025,Momo / Street Food,low,302,4.6,,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Green House - Swayambhu is a sample momo / street food listing generated for Swayambhu, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00228,Sekuwa Hub - Lazimpat,Lazimpat,"Lazimpat, Kathmandu, Nepal",27.7248156,85.3090514,Nepali / Multi-cuisine,medium,726,3.6,333.0,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Sekuwa Hub - Lazimpat is a sample nepali / multi-cuisine listing generated for Lazimpat, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00229,Thakali Green Corner,Gairidhara,"Gairidhara, Kathmandu, Nepal",27.7119903,85.3209653,Bakery / Cafe,medium,676,3.6,36.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Thakali Green Corner is a sample bakery / cafe listing generated for Gairidhara, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00230,Thakali Bites Hub,Ason,"Ason, Kathmandu, Nepal",27.7133206,85.3144705,Cafe,low,352,3.7,428.0,False,"cozy,casual","family,solo,budget-group",Unverified - typical hours ~10:00-21:00,,"Thakali Bites Hub is a sample cafe listing generated for Ason, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00231,Spice Kitchen - Ekantakuna,Ekantakuna,"Ekantakuna, Kathmandu, Nepal",27.6678338,85.3078672,Thakali,high,2862,3.6,375.0,True,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Spice Kitchen - Ekantakuna is a sample thakali listing generated for Ekantakuna, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00232,Bhaktapur Valley Eatery,Bhaktapur,"Bhaktapur, Kathmandu, Nepal",27.6610292,85.4321461,Cafe,high,3064,4.0,122.0,False,"cozy,casual,upscale,fine-dining","family,date,solo",Unverified - typical hours ~10:00-21:00,,"Bhaktapur Valley Eatery is a sample cafe listing generated for Bhaktapur, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00233,Patan Newari Eatery,Patan / Lalitpur,"Patan, Kathmandu, Nepal",27.6814255,85.3329457,South Indian,low,451,3.4,39.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Patan Newari Eatery is a sample south indian listing generated for Patan, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00234,New Golden Cafe,Naxal,"Naxal, Kathmandu, Nepal",27.7107354,85.3222198,Bakery / Cafe,medium,769,3.4,119.0,False,"cozy,casual",family,Unverified - typical hours ~10:00-21:00,,"New Golden Cafe is a sample bakery / cafe listing generated for Naxal, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00235,Kalanki Bites Cafe,Kalanki,"Kalanki, Kathmandu, Nepal",27.6872875,85.2823211,Korean,high,2956,4.0,,False,"cozy,casual,upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Kalanki Bites Cafe is a sample korean listing generated for Kalanki, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00236,Golden House - Kalimati,Kalimati,"Kalimati, Kathmandu, Nepal",27.7035277,85.3009376,Newari,low,377,4.8,,True,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Golden House - Kalimati is a sample newari listing generated for Kalimati, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00237,New Bites Momo Center,Battisputali,"Battisputali, Kathmandu, Nepal",27.7064018,85.3334774,Japanese,medium,698,4.0,,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"New Bites Momo Center is a sample japanese listing generated for Battisputali, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00238,Lazimpat Cloud Deli,Lazimpat,"Lazimpat, Kathmandu, Nepal",27.7126143,85.3254735,BBQ / Sekuwa,high,1361,4.8,15.0,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Lazimpat Cloud Deli is a sample bbq / sekuwa listing generated for Lazimpat, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00239,Naxal Sekuwa Hub,Naxal,"Naxal, Kathmandu, Nepal",27.7078396,85.3339455,Bakery / Cafe,low,543,3.9,49.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Naxal Sekuwa Hub is a sample bakery / cafe listing generated for Naxal, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00240,Cloud Everest Deli,Bishalnagar,"Bishalnagar, Kathmandu, Nepal",27.7129561,85.3262943,Continental,low,375,4.3,260.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Cloud Everest Deli is a sample continental listing generated for Bishalnagar, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00241,Bites Food Court - Koteshwor,Koteshwor,"Koteshwor, Kathmandu, Nepal",27.6735955,85.3387447,Thakali,low,445,4.5,295.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Bites Food Court - Koteshwor is a sample thakali listing generated for Koteshwor, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00242,Garden Momo Cafe,Sanepa,"Sanepa, Kathmandu, Nepal",27.6932535,85.3070479,Japanese,medium,665,4.6,20.0,False,"cozy,casual,garden-seating",family,Unverified - typical hours ~10:00-21:00,,"Garden Momo Cafe is a sample japanese listing generated for Sanepa, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00243,Himalaya Restro - Tinkune,Tinkune,"Tinkune, Kathmandu, Nepal",27.6989921,85.3574796,Chinese,medium,678,4.4,17.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Himalaya Restro - Tinkune is a sample chinese listing generated for Tinkune, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00244,Sinamangal Green Bhojanalaya,Sinamangal,"Sinamangal, Kathmandu, Nepal",27.693522,85.3558504,BBQ / Sekuwa,medium,938,4.7,34.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Sinamangal Green Bhojanalaya is a sample bbq / sekuwa listing generated for Sinamangal, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00245,Momo Eatery - Sinamangal,Sinamangal,"Sinamangal, Kathmandu, Nepal",27.6998087,85.3458051,Tibetan,medium,819,4.7,,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Momo Eatery - Sinamangal is a sample tibetan listing generated for Sinamangal, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00246,Sinamangal Momo House,Sinamangal,"Sinamangal, Kathmandu, Nepal",27.7083756,85.3608857,Bakery / Cafe,medium,722,4.5,36.0,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Sinamangal Momo House is a sample bakery / cafe listing generated for Sinamangal, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00247,Sunrise Golden House,Ekantakuna,"Ekantakuna, Kathmandu, Nepal",27.6700908,85.3112428,Chinese,high,3073,4.5,34.0,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Sunrise Golden House is a sample chinese listing generated for Ekantakuna, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00248,Garden Diner - Jorpati,Jorpati,"Jorpati, Kathmandu, Nepal",27.7328712,85.3805769,BBQ / Sekuwa,low,400,3.5,50.0,False,garden-seating,"family,budget-group",Unverified - typical hours ~10:00-21:00,,"Garden Diner - Jorpati is a sample bbq / sekuwa listing generated for Jorpati, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00249,Golden Deli - Sankhamul,Sankhamul,"Sankhamul, Kathmandu, Nepal",27.684832,85.3398857,Newari,high,1463,4.3,,True,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Golden Deli - Sankhamul is a sample newari listing generated for Sankhamul, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00250,Baneshwor Golden Hub,Baneshwor,"Baneshwor, Kathmandu, Nepal",27.6847599,85.3446476,Continental,low,357,3.7,7.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Baneshwor Golden Hub is a sample continental listing generated for Baneshwor, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00251,Local Hub - Thamel,Thamel,"Thamel, Kathmandu, Nepal",27.7059629,85.3087644,Korean,high,1529,4.1,9.0,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Local Hub - Thamel is a sample korean listing generated for Thamel, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00252,New Thakali Food Court,Sankhamul,"Sankhamul, Kathmandu, Nepal",27.6900194,85.3337432,Continental,high,1500,3.3,,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"New Thakali Food Court is a sample continental listing generated for Sankhamul, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00253,Annapurna Momo Diner,Dhumbarahi,"Dhumbarahi, Kathmandu, Nepal",27.7272181,85.3345,Indian,high,2934,4.2,,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Annapurna Momo Diner is a sample indian listing generated for Dhumbarahi, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00254,Sunrise Sunrise Bhanchha Ghar,Pulchowk,"Pulchowk, Kathmandu, Nepal",27.689488,85.3151856,Fusion,low,451,4.2,,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Sunrise Sunrise Bhanchha Ghar is a sample fusion listing generated for Pulchowk, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00255,Newari Kitchen - Bishalnagar,Bishalnagar,"Bishalnagar, Kathmandu, Nepal",27.7112526,85.3384779,Momo / Street Food,low,399,4.8,,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Newari Kitchen - Bishalnagar is a sample momo / street food listing generated for Bishalnagar, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00256,Kalimati Bites Diner,Kalimati,"Kalimati, Kathmandu, Nepal",27.7026975,85.2964189,Fast Food,low,445,3.9,31.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Kalimati Bites Diner is a sample fast food listing generated for Kalimati, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00257,Newari Corner - Battisputali,Battisputali,"Battisputali, Kathmandu, Nepal",27.6945248,85.3353712,Newari,medium,927,3.9,166.0,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Newari Corner - Battisputali is a sample newari listing generated for Battisputali, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00258,Thakali Heritage Deli,Dhumbarahi,"Dhumbarahi, Kathmandu, Nepal",27.7403681,85.3413726,Fusion,high,1367,4.1,459.0,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Thakali Heritage Deli is a sample fusion listing generated for Dhumbarahi, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00259,Garden Bhanchha Ghar - Putalisadak,Putalisadak,"Putalisadak, Kathmandu, Nepal",27.697949,85.3309851,Vegetarian / Indian,high,1414,3.4,8.0,True,"upscale,fine-dining,garden-seating","family,date",Unverified - typical hours ~10:00-21:00,,"Garden Bhanchha Ghar - Putalisadak is a sample vegetarian / indian listing generated for Putalisadak, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00260,Thakali Thakali Diner,Kupondole,"Kupondole, Kathmandu, Nepal",27.6959454,85.3185445,Fast Food,medium,932,3.8,20.0,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Thakali Thakali Diner is a sample fast food listing generated for Kupondole, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00261,New Newari Diner,Thamel,"Thamel, Kathmandu, Nepal",27.720731,85.3124612,South Indian,low,540,4.2,104.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"New Newari Diner is a sample south indian listing generated for Thamel, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00262,Heritage Annapurna Bhojanalaya,Gaushala,"Gaushala, Kathmandu, Nepal",27.7123495,85.3536027,Korean,medium,669,3.6,123.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Heritage Annapurna Bhojanalaya is a sample korean listing generated for Gaushala, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00263,Sekuwa Momo Center - Basundhara,Basundhara,"Basundhara, Kathmandu, Nepal",27.7307757,85.3427915,Bakery / Cafe,medium,787,4.6,4.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Sekuwa Momo Center - Basundhara is a sample bakery / cafe listing generated for Basundhara, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00264,Sunrise Momo Center - Swayambhu,Swayambhu,"Swayambhu, Kathmandu, Nepal",27.7221647,85.293697,Tibetan,medium,814,3.7,359.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Sunrise Momo Center - Swayambhu is a sample tibetan listing generated for Swayambhu, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00265,Sekuwa Roots Food Court,Sundhara,"Sundhara, Kathmandu, Nepal",27.6932278,85.3174794,Momo / Street Food,low,409,4.4,119.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Sekuwa Roots Food Court is a sample momo / street food listing generated for Sundhara, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00266,Sankhamul Himalaya Kitchen,Sankhamul,"Sankhamul, Kathmandu, Nepal",27.677579,85.3238553,Thakali,medium,834,4.4,20.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Sankhamul Himalaya Kitchen is a sample thakali listing generated for Sankhamul, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00267,New Bites Cafe,New Road,"New Road, Kathmandu, Nepal",27.7076235,85.3048388,Momo / Street Food,low,382,4.4,47.0,False,"cozy,casual","family,budget-group",Unverified - typical hours ~10:00-21:00,,"New Bites Cafe is a sample momo / street food listing generated for New Road, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00268,Himalaya Grill - Jhamsikhel,Jhamsikhel,"Jhamsikhel, Kathmandu, Nepal",27.6752313,85.3042581,Thakali,low,459,4.1,46.0,True,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Himalaya Grill - Jhamsikhel is a sample thakali listing generated for Jhamsikhel, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00269,Cloud Local Deli,Sinamangal,"Sinamangal, Kathmandu, Nepal",27.7020228,85.3441693,Fast Food,medium,828,4.0,16.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Cloud Local Deli is a sample fast food listing generated for Sinamangal, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00270,Bites Sunrise Restro,Putalisadak,"Putalisadak, Kathmandu, Nepal",27.7029431,85.3140462,South Indian,medium,896,3.4,20.0,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Bites Sunrise Restro is a sample south indian listing generated for Putalisadak, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00271,Spice Eatery - Battisputali,Battisputali,"Battisputali, Kathmandu, Nepal",27.7031224,85.3490438,Cafe,high,1379,4.5,256.0,False,"cozy,casual,upscale,fine-dining","family,date,solo",Unverified - typical hours ~10:00-21:00,,"Spice Eatery - Battisputali is a sample cafe listing generated for Battisputali, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00272,Local Heritage Diner,Naxal,"Naxal, Kathmandu, Nepal",27.7204257,85.330108,Cafe,medium,948,4.4,,False,"cozy,casual","family,solo",Unverified - typical hours ~10:00-21:00,,"Local Heritage Diner is a sample cafe listing generated for Naxal, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00273,Roots Sunrise Terrace,Lazimpat,"Lazimpat, Kathmandu, Nepal",27.7237264,85.3217663,Momo / Street Food,low,535,3.6,,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Roots Sunrise Terrace is a sample momo / street food listing generated for Lazimpat, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00274,Thakali Himalaya Cafe,Battisputali,"Battisputali, Kathmandu, Nepal",27.7045037,85.3411806,Continental,low,407,3.9,24.0,False,"cozy,casual","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Thakali Himalaya Cafe is a sample continental listing generated for Battisputali, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00275,New Valley Eatery,Ason,"Ason, Kathmandu, Nepal",27.7130243,85.3084107,Indian,low,445,4.1,,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"New Valley Eatery is a sample indian listing generated for Ason, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00276,Golden Terrace - Kupondole,Kupondole,"Kupondole, Kathmandu, Nepal",27.6828534,85.3257438,Vegetarian / Indian,medium,691,4.0,43.0,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Golden Terrace - Kupondole is a sample vegetarian / indian listing generated for Kupondole, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00277,Annapurna Food Court - Boudha,Boudha,"Boudha, Kathmandu, Nepal",27.7115943,85.3574706,Continental,high,1395,3.5,30.0,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Annapurna Food Court - Boudha is a sample continental listing generated for Boudha, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00278,Momo Golden Food Court,Balaju,"Balaju, Kathmandu, Nepal",27.7256663,85.2897545,Thakali,high,1447,3.3,370.0,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Momo Golden Food Court is a sample thakali listing generated for Balaju, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00279,Garden Thakali Terrace,Sanepa,"Sanepa, Kathmandu, Nepal",27.6812418,85.2990542,South Indian,low,398,4.0,355.0,False,garden-seating,"family,budget-group",Unverified - typical hours ~10:00-21:00,,"Garden Thakali Terrace is a sample south indian listing generated for Sanepa, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00280,Garden Deli - Naxal,Naxal,"Naxal, Kathmandu, Nepal",27.7128547,85.3350277,BBQ / Sekuwa,high,1556,3.3,,False,"upscale,fine-dining,garden-seating","family,date",Unverified - typical hours ~10:00-21:00,,"Garden Deli - Naxal is a sample bbq / sekuwa listing generated for Naxal, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00281,Pulchowk Green Momo Center,Pulchowk,"Pulchowk, Kathmandu, Nepal",27.6846815,85.3187939,Continental,medium,669,3.9,180.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Pulchowk Green Momo Center is a sample continental listing generated for Pulchowk, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00282,Anamnagar Newari Diner,Anamnagar,"Anamnagar, Kathmandu, Nepal",27.7078936,85.3252394,Nepali / Multi-cuisine,medium,713,4.1,,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Anamnagar Newari Diner is a sample nepali / multi-cuisine listing generated for Anamnagar, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00283,Spice Local Terrace,Thamel,"Thamel, Kathmandu, Nepal",27.7110223,85.3132333,South Indian,high,1611,4.4,,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Spice Local Terrace is a sample south indian listing generated for Thamel, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00284,Green Momo Center - Swayambhu,Swayambhu,"Swayambhu, Kathmandu, Nepal",27.7089729,85.283995,Fast Food,medium,732,3.4,156.0,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Green Momo Center - Swayambhu is a sample fast food listing generated for Swayambhu, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00285,Bhaktapur Annapurna House,Bhaktapur,"Bhaktapur, Kathmandu, Nepal",27.6656901,85.419255,Indian,high,3111,3.4,49.0,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Bhaktapur Annapurna House is a sample indian listing generated for Bhaktapur, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00286,Ason Newari Terrace,Ason,"Ason, Kathmandu, Nepal",27.7157733,85.3049204,Vegetarian / Indian,low,270,4.6,460.0,True,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Ason Newari Terrace is a sample vegetarian / indian listing generated for Ason, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00287,Kirtipur Spice Grill,Kirtipur,"Kirtipur, Kathmandu, Nepal",27.6765199,85.271318,Newari,medium,818,3.8,31.0,True,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Kirtipur Spice Grill is a sample newari listing generated for Kirtipur, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00288,New Heritage Hub,Koteshwor,"Koteshwor, Kathmandu, Nepal",27.6754524,85.3428545,Chinese,low,447,4.3,33.0,False,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"New Heritage Hub is a sample chinese listing generated for Koteshwor, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00289,Newari Diner - Chabahil,Chabahil,"Chabahil, Kathmandu, Nepal",27.7092611,85.3499234,Newari,high,1597,4.5,,True,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"Newari Diner - Chabahil is a sample newari listing generated for Chabahil, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00290,New Annapurna Corner,Sanepa,"Sanepa, Kathmandu, Nepal",27.6872272,85.3142515,Italian / Pizza,high,1575,3.4,19.0,False,"upscale,fine-dining","family,date",Unverified - typical hours ~10:00-21:00,,"New Annapurna Corner is a sample italian / pizza listing generated for Sanepa, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00291,Roots Roots Momo Center,Chandragiri,"Chandragiri, Kathmandu, Nepal",27.6703506,85.246533,Tibetan,medium,698,3.9,49.0,False,"casual,local-favourite",family,Unverified - typical hours ~10:00-21:00,,"Roots Roots Momo Center is a sample tibetan listing generated for Chandragiri, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00292,Dhumbarahi Garden Eatery,Dhumbarahi,"Dhumbarahi, Kathmandu, Nepal",27.7269731,85.3495288,Newari,high,1603,4.6,7.0,True,"bar,nightlife,upscale,fine-dining","family,date,friends",Unverified - typical hours ~10:00-21:00,,"Dhumbarahi Garden Eatery is a sample newari listing generated for Dhumbarahi, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00293,New Heritage Terrace,Bhaktapur,"Bhaktapur, Kathmandu, Nepal",27.6804029,85.420007,Tibetan,low,485,4.0,,True,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"New Heritage Terrace is a sample tibetan listing generated for Bhaktapur, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
S00294,Sundhara Heritage Diner,Sundhara,"Sundhara, Kathmandu, Nepal",27.6953212,85.3206134,Nepali / Multi-cuisine,low,531,3.3,455.0,True,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Sundhara Heritage Diner is a sample nepali / multi-cuisine listing generated for Sundhara, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,True
S00295,Green Sekuwa Terrace,Kalimati,"Kalimati, Kathmandu, Nepal",27.7048022,85.2982467,Vegetarian / Indian,low,482,3.8,42.0,True,"casual,local-favourite","family,budget-group",Unverified - typical hours ~10:00-21:00,,"Green Sekuwa Terrace is a sample vegetarian / indian listing generated for Kalimati, Kathmandu, to fill out the recommendation dataset. Not a verified real establishment -- confirm details before use.",synthetic_sample,False
